scorer,DavidPagnon,DavidPagnon,DavidPagnon,DavidPagnon,DavidPagnon,DavidPagnon,DavidPagnon,DavidPagnon,DavidPagnon,DavidPagnon,DavidPagnon,DavidPagnon,DavidPagnon,DavidPagnon,DavidPagnon,DavidPagnon,DavidPagnon,DavidPagnon,DavidPagnon,DavidPagnon,DavidPagnon,DavidPagnon
individuals,person0,person0,person0,person0,person0,person0,person0,person0,person0,person0,person0,person0,person0,person0,person0,person0,person0,person0,person0,person0,person0,person0
angs,Time,Right ankle,Left ankle,Right knee,Left knee,Right hip,Left hip,Right shoulder,Left shoulder,Right elbow,Left elbow,Right foot,Left foot,Right shank,Left shank,Right thigh,Left thigh,Trunk,Right arm,Left arm,Right forearm,Left forearm
coords,seconds,dorsiflexion,dorsiflexion,flexion,flexion,flexion,flexion,flexion,flexion,flexion,flexion,horizontal,horizontal,horizontal,horizontal,horizontal,horizontal,horizontal,horizontal,horizontal,horizontal,horizontal
25,0.831790123456811,14.822538316838006,16.001193923146417,99.74396269544212,25.328729527753694,87.69765496100239,14.720021534255068,-11.084205648132578,77.5520448380463,19.737483413166245,57.96011600338595,-27.244767734988073,-34.29025236922869,-132.06730605182608,-140.2914462923751,-32.32334335638393,-114.9627167646214,124.85186830813139,-131.1052039655189,-52.130693460830116,-111.36772055235264,5.829422542555782
26,0.8650617283950658,15.495774244812566,-29.12031796575164,94.29882140009761,27.86638973558479,89.06111315291288,12.91433002142577,-10.768247745910585,80.59354398406782,21.41719207142367,47.29986033581565,-19.62385391249636,-83.28575472900567,-125.11962815730895,-144.16543676325406,-30.82080675721133,-116.29904702766929,124.54764847960965,-130.65016765603482,-48.61983306502725,-109.23297558461113,-1.3199727292115842
27,0.8983333333333355,15.02370830681707,-91.29889604042395,88.33816946023069,29.896040513899038,89.25226716180052,11.231026817795112,-8.999070710424125,81.9269085264392,23.7212126578232,37.99337527056639,-13.483441813785497,-148.32611579806988,-118.50715012060257,-147.02721975764592,-30.16898066037187,-117.13117924374691,123.8917269418572,-128.42031853259653,-46.43529753510279,-104.69910587477334,-8.4419222645364
28,0.931604938271586,14.881705237781944,-84.71076156508448,81.98321855913423,31.67001493397123,88.08316190918529,10.026756800714054,-8.083010141583129,82.09164470557187,28.7428221495708,31.27174831475341,-7.747163887586031,-143.929747719119,-112.62886912536797,-149.21898615403452,-30.645650566233737,-117.54897122006331,123.15227024809819,-126.81182261700216,-45.48408331520551,-98.06900046743138,-14.212335000452049
29,0.9648765432098088,16.51710131576273,-102.02018182884589,76.0729292794864,33.48907934755215,85.99767974980959,9.762816990166556,-8.187808928907923,81.65128339673868,34.887318982891344,26.46582154937215,-1.8297169180517723,-162.89530853783998,-108.3468182338145,-150.87512670899412,-32.273888954328115,-117.38604736144197,122.71021652787311,-126.45937763304565,-45.497580954869875,-91.57205865015429,-19.03175940549772
30,0.9981481481481088,19.19534726706229,-127.23759133900816,71.12731683796812,35.94936719312989,83.85220411568514,10.62494350497633,-8.024781644120015,80.3342535222331,40.87227848026117,22.442373742968414,3.510322404936008,-189.6826204694531,-105.68502486212627,-152.44502913044494,-34.557708024158124,-116.49566193731509,122.76525879106735,-126.43469378396327,-46.786351920058394,-85.5624153037021,-24.343978177089994
31,1.0314197530866915,20.89962228273943,-163.778976461685,66.84605853597168,40.11153538779541,82.29327628102985,12.577382004103953,-6.408086847927886,76.79168254822639,46.57197292751508,20.626542544068855,7.182942459615835,-228.61277654905317,-103.7166798231236,-154.83380008736816,-36.87062128715194,-114.72226469957276,123.23177213592925,-125.57198441610966,-50.507964155450225,-79.00001148859457,-29.88142161138143
32,1.06469135802541,20.284403764052584,-183.06634240492258,62.98643022732426,47.25693016611717,81.10894179540085,15.694745045640929,-3.266608074415715,68.07679393334024,52.099987922563585,27.211853223534064,8.186193405604891,-251.90685390762675,-102.0982103584477,-158.84051150270415,-39.11178013112345,-111.58358133658695,123.7495241543761,-123.48733000094002,-59.20153244888763,-71.38734207837643,-31.989679225353587
33,1.0979629629629415,18.138327901829115,-195.04373422039458,60.26933021134789,56.75950982083657,79.26039903366176,19.852081056088736,0.9631572081841543,49.97239315621505,57.42615691001397,47.55811082246291,6.115023611186146,-268.55617706430206,-102.02330429064298,-163.51244284390745,-41.753974079295105,-106.75293302307088,123.80969359605824,-120.0512159047727,-76.63262092294462,-62.62505899475872,-29.0745101004817
34,1.1312345678975302,17.128418222963163,-220.76512304971249,59.68812008144198,66.12037743318382,75.91914796443511,24.513271418185866,5.564634019511902,24.99754913622911,62.8340880363649,72.03804399944308,2.2197323751925064,-297.574793089758,-104.90868584777067,-166.8096700400455,-45.220565766328704,-100.6892926068617,123.1711388779057,-115.57507971125192,-100.20501488881843,-52.740991674887,-28.16697088937534
35,1.1645061728325856,18.74164600109755,-253.92586798564702,60.763149172285125,74.43148245129078,71.22479552157662,29.50016003643671,9.880209166489655,8.982524420665015,68.64005964764412,78.73516906373655,-1.5434484363844918,-332.4798207713704,-110.28509443748206,-168.55395278572337,-49.52194526519694,-94.12247033443259,122.18468557882143,-110.86653162028391,-114.64010595020429,-42.22647197263978,-35.90493688646776
36,1.197777777783527,22.079145774115204,-257.5190645001032,61.70711548273317,82.5928943684039,65.97602875668498,35.001475828943086,14.504631189859857,9.387951870451502,74.29085223528264,68.14787892494091,-4.015720398823525,-337.7525335710477,-116.09486617293875,-170.23346907094452,-54.38775069020555,-87.64057470254066,121.50291498918715,-105.85914825703067,-113.25409866103229,-31.568296021748015,-45.106219736091376
37,1.2310493827622355,26.55894556475269,-238.5197075992578,62.19688255015774,90.64591911899066,61.187925769402,40.63070397087756,21.285678490856526,20.03854169024288,79.38837314628402,59.06870415964566,-4.929790125752946,-320.9479683212351,-121.48873569050564,-172.42826072197735,-59.29185314034793,-81.78234160298673,121.44641224180711,-99.19410041889341,-102.3745038836214,-19.805727272609378,-43.305799723975724
38,1.2643209877126624,32.77728338210507,-211.36695825894708,63.928216981871856,97.48055656010871,57.51897182582434,45.895311105512945,31.607114162994897,27.326238921823517,86.58882293446226,62.83326890372764,-4.886687800196767,-295.2025049599213,-127.66397118230184,-173.83554670097425,-63.73575420042994,-76.35499014086557,121.75251363631642,-89.64761186325939,-94.92406232455505,-3.0587889287971217,-32.09079342082735
39,1.2975925924678786,40.032884701630536,-189.03119032830938,67.19756743865685,103.86441296186297,54.62050379907507,51.55397194253294,44.34065955483535,19.906289114908247,100.31488166815991,77.15447089348804,-4.976811127994446,-272.74137023979364,-135.00969582962497,-173.71017991148423,-67.8121283909681,-69.84576694962128,121.91618554109868,-78.09197263520782,-101.49344977724598,22.22290903295211,-24.338978883757918
40,1.3308641969968138,44.40721111510564,-178.08514875939068,70.4570139873124,109.06148099846433,52.81033149275447,57.741562113619906,56.620482590240634,-4.13545874392122,114.67128059656456,79.691857513455,-6.954005277222377,-259.236510837039,-141.36121639232803,-171.15136207764837,-70.90420240501562,-62.089881079184046,121.77298854528702,-67.09405130752945,-123.96690193672518,47.57722928903511,-44.27504442327015
41,1.364135802091394,40.83636289821573,-175.10851810654015,75.84448062697277,107.12217695736541,55.685674541298795,60.70508236473859,67.19142361815082,-28.790392532302917,122.66871694130626,9.473476076487884,-14.440417787961952,-249.58465541551982,-145.2767806861777,-164.47613730897967,-69.43230005920493,-57.35396035161433,121.58850865842832,-57.92655098235289,-146.84943524865585,64.74216595895338,42.62404082783204
42,1.3974074094128155,26.850215234074803,-174.4091700796111,84.82325308615299,95.14623545759764,62.85144741438481,58.073545935451364,76.6451813616396,-41.85386117726182,126.09987956114215,6.831781088163751,-31.694804802269783,-237.4025206769129,-148.54502003634457,-152.99335059730188,-63.72176695019161,-57.84711513970426,121.24693771986601,-49.92803300293681,-157.7745222524174,76.17184655820535,29.05725883574636
43,1.430679018076765,14.149142489330714,-172.19796106171174,86.80200294044727,84.72175890353691,61.378729977030986,56.86672360763512,84.99545257384554,-47.431480727540304,126.49671347033392,5.786772806420316,-48.77174165027603,-222.22156226906435,-152.92088413960676,-140.0236012073526,-66.11888119915952,-55.3018423038157,119.83308854382066,-42.50215860234498,-159.6000466389911,83.99455486798895,26.186726167429214
44,1.4639506179374209,20.563688821672898,-169.94993452762424,70.62546698599289,87.91094593740979,41.34165572192899,64.3017197131296,90.85301769493593,-51.378596478027475,124.13468008165455,2.438058310615162,-46.05380756314846,-209.67902302602735,-156.61749638482138,-129.72908849840312,-85.9920293988285,-41.818142560993344,116.72677369744022,-36.4806674258216,-157.49845875215038,87.65401265583296,24.93959955846481
45,1.4972221942489907,34.78012878892955,-169.571292983673,48.70678923009325,92.36232793698173,17.445481295559006,71.25902683505063,93.02458077696303,-54.85711740610384,118.64373031068773,0.7745111572320695,-32.566863920548585,-199.89237177463232,-157.34699270947814,-120.32107879095938,-108.64020347938488,-27.958750853977673,112.6517312319861,-33.061103997980844,-154.07489509513212,85.5826263127069,26.69961606209995
46,1.530493770745521,39.33398612415851,-172.00309440894563,38.64092292617761,85.62716182527453,4.717436291889726,71.33804981123372,91.67532250617657,-54.84954054509831,107.95831303289853,0.8815346586977171,-28.55035592351977,-190.0607712517088,-157.8843420476783,-108.05767684276317,-119.2434191215007,-22.430515017488624,108.86471012105639,-32.28553290721385,-148.61810537382064,75.67278012568467,32.26342928487707
47,1.5637654676307822,29.49798317244241,-175.93578991298722,42.3563818635572,71.50519262929703,0.57397194917462,67.27824956956489,87.35803447577217,-49.982506519957326,89.59904026272338,0.1891446344615133,-43.172526857845874,-180.51351943767244,-162.67051003028828,-94.5777295246853,-120.31412816673107,-23.072536895388282,105.61944329042944,-33.53006564013353,-140.3332929849105,56.06897462258985,39.85585164955101
48,1.597037392031531,5.844856501506257,-178.1347365753801,55.72180373833214,59.891323788033446,1.6768806266707088,60.77330894252768,80.80631884081659,-42.8999974239029,66.96412851953382,-2.4467884175627432,-74.7802742499053,-174.78616853859137,-170.62513075141158,-86.65143196321131,-114.90332701307939,-26.760108175177848,102.05681237872783,-35.773888798933555,-130.4334145416084,31.19023972060027,47.11979704082889
49,1.6303091345195075,-19.85974794395885,-177.37693741689117,73.61917955283946,57.19608350702549,6.413672994797139,52.05491126987019,73.66270536630495,-37.090382778820526,47.59326545647343,-6.15871082398067,-108.32306445266336,-176.23768092326964,-178.4633165087045,-88.86074350637848,-104.84413695586508,-31.664659999352953,97.4886906099427,-37.59510458435727,-120.80995404804366,9.998160872116179,53.031335127975694
50,1.663579372072587,-36.05003403210948,-173.3392423564024,93.43727120071878,63.711820415863485,13.480060177530504,41.8353553741415,67.40261936128621,-34.12084127204167,34.309406351366135,-9.516648805522493,-131.8512184762984,-184.08635235832807,-185.80118444418892,-100.74711000192572,-92.36391324347021,-37.03528958606227,92.35730919060225,-38.4413540597145,-112.99148623224545,-4.131947708348363,57.491864962232064
51,1.6968476810247586,-39.018467176414305,-170.48715951070363,112.84980274815791,74.87635344723338,23.045963267989237,31.949445013776113,61.48231200162574,-33.670093383735605,28.044526623936804,-12.179350655893103,-139.42306873137474,-197.59922152506283,-190.4046015549604,-117.11206201435921,-77.55479880680257,-42.23570856712581,87.39295782784689,-39.11845007316608,-107.85524696463753,-11.073923449229255,59.96540237946938
52,1.7301200012927418,-31.26434793494039,-177.88079660554212,128.39387692105572,88.57713410479346,34.66030271669658,25.033178022491455,54.357431442917225,-34.87684714129415,28.30464532206878,-15.033804205805012,-129.67810426424427,-221.71138528493495,-188.41375632930388,-133.83058867939286,-60.01987940824819,-45.2534545745994,82.48340736101781,-40.32275068202754,-105.16347973838498,-12.018105359958737,59.80271605581
53,1.7634097644591502,-7.854654106278403,-198.57953797412915,137.70264012742365,103.62219255936787,45.053746299733035,21.50201905597376,45.861167367902894,-37.015173936159954,32.226045108197184,-18.42123190147217,-98.31593434330301,-257.516991015023,-180.4612802370246,-148.93745304089387,-42.75864010960096,-45.315260481525975,77.31483297341688,-41.951219041431095,-103.83245347365971,-9.725173933233906,57.74631462486816
